Age of House (in Years) (bin),Condition of the house,Living area after renovation 2,Renovation Age Group,Renovation Status,Sale Price (bin),Years Since Renovation (bin),Zipcode Group,Age of House (in Years),Area of the House from Basement (in Sqft),Basement Area (in Sqft),Condition of the House Excellent,Condition of the House Fair,Condition of the House Good,Condition of the House Okay,Count of Sales Price,Ever Renovated Yes,Flat Area (in Sqft),Latitude,Living Area after Renovation (in Sqft),Longitude,Lot Area (in Sqft),Lot Area after Renovation (in Sqft),No of Bathrooms,No of Bedrooms,No of Floors,No of Times Visited,Number of records,Overall Grade,Sale Price,Total Records,Waterfront View Yes,Years Since Renovation
10,Good,Medium,0,Recently Renovated,430000,0,00000,11,2420,0,0,1,0,0,1,0,2420,47.5262,1940,-121.943,60984,193842,2.5,2,2,0,1,7,430000,1,0,0
50,Excellent,Small,0,Recently Renovated,258000,0,00000,58,1130,1130,0,0,1,0,1,0,2260,47.3887,1360,-122.286,12500,18000,2,5,1,0,1,8,258000,1,0,0
70,Good,Small,0,Recently Renovated,511000,0,00000,71,980,450,0,1,0,0,1,0,1430,47.6873,1450,-122.336,3455,4599,1,3,1,0,1,7,511000,1,0,0
20,Excellent,Medium,0,Recently Renovated,532150,0,00000,28,1360,0,0,1,0,0,1,0,1360,47.6838,1500,-122.353,3090,3090,2,3,2,0,1,8,532170,1,0,0
70,Good,Small,0,Recently Renovated,560000,0,00000,71,1110,0,0,1,0,0,1,0,1110,47.655,1420,-122.359,5000,5000,1,3,1.5,0,1,7,560000,1,0,0
60,Good,Medium,0,Recently Renovated,282950,0,00000,64,1250,0,0,0,1,0,1,0,1250,47.3255,1680,-122.304,8200,8633,1,3,1,0,1,7,282950,1,0,0
10,Excellent,Large,0,Recently Renovated,1129550,0,00000,12,3540,1640,0,1,0,0,1,0,5180,47.562,3160,-122.162,19850,9750,3.25,4,2,3,1,10,1129575,1,0,0
70,Good,Small,0,Recently Renovated,350000,0,00000,76,700,0,0,1,0,0,1,0,700,47.679,1010,-122.3,5100,5100,1,1,1,0,1,7,350000,1,0,0
50,Good,Small,0,Recently Renovated,215000,0,00001,51,1180,0,0,0,1,0,1,0,1180,47.4479,1190,-122.176,7669,7669,1,3,1,0,1,7,215000,1,0,0
20,Excellent,Large,0,Recently Renovated,650000,0,00000,22,2500,1460,0,1,0,0,1,0,3960,47.525,2640,-122.172,25245,13675,3.5,5,2,0,1,9,650000,1,0,0
50,Excellent,Medium,0,Recently Renovated,320000,0,00000,51,1620,1020,0,1,0,0,1,0,2640,47.3135,1980,-122.369,7500,7875,2.75,4,1,0,1,8,320000,1,0,0
100,Good,Small,0,Not Renovated,247000,0,00000,102,1270,0,0,1,0,0,1,1,1270,47.2086,1160,-121.996,7198,7198,2,3,1.5,0,1,7,247000,1,0,4
50,Excellent,Medium,0,Recently Renovated,320000,0,00000,50,1760,0,0,0,1,0,1,0,1760,47.4715,1730,-122.118,11180,11180,1.75,4,1,0,1,8,320000,1,0,0
50,Good,Small,0,Recently Renovated,255000,0,00001,56,1030,1030,0,1,0,0,1,0,2060,47.4877,1010,-122.335,8632,11680,2.25,5,1,0,1,7,255000,1,0,0
50,Good,Small,0,Recently Renovated,438000,0,00000,56,1780,0,0,1,0,0,1,0,1780,47.7171,1200,-122.193,9660,9660,1.75,3,1,0,1,7,438000,1,0,0
10,Excellent,Large,0,Recently Renovated,900000,0,00000,18,3400,0,0,1,0,0,1,0,3400,47.6012,3400,-122.023,16603,12601,2.5,3,2,0,1,10,900000,1,0,0
30,Good,Medium,0,Recently Renovated,441000,0,00000,39,1160,750,0,1,0,0,1,0,1910,47.7319,1710,-122.224,7280,8152,2.75,3,1,0,1,7,441000,1,0,0
40,Good,Medium,0,Recently Renovated,420000,0,00000,43,1010,1010,0,0,1,0,1,0,2020,47.4582,2110,-122.023,38332,36590,2,3,1,0,1,7,420000,1,0,0
40,Good,Medium,0,Recently Renovated,370000,0,00000,42,1180,400,0,1,0,0,1,0,1580,47.7209,1640,-122.168,7000,7500,1.75,3,1,0,1,7,370000,1,0,0
60,Good,Medium,0,Recently Renovated,269950,0,00000,69,700,640,1,0,0,0,1,0,1340,47.408,1830,-122.327,7250,9750,1.75,2,1,0,1,5,269950,1,0,0
10,Excellent,Large,0,Recently Renovated,807100,0,00000,19,2680,0,0,1,0,0,1,0,2680,47.565,2920,-122.125,4499,4500,2.5,4,2,0,1,9,807100,1,0,0
50,Good,Medium,0,Recently Renovated,371500,0,00001,54,1370,0,1,0,0,0,1,0,1370,47.7458,1770,-122.331,8336,7288,2,3,1,0,1,7,371500,1,0,0
60,Good,Small,0,Recently Renovated,284000,0,00000,64,1560,0,0,1,0,0,1,0,1560,47.4776,1070,-122.337,21000,7920,1.75,3,1,0,1,7,284000,1,0,0
40,Good,Medium,0,Recently Renovated,272000,0,00000,40,1670,490,0,0,1,0,1,0,2160,47.3026,1930,-122.374,7140,7350,1.75,3,1,0,1,7,272000,1,0,0
60,Good,Small,0,Recently Renovated,313000,0,00001,63,1340,0,0,1,0,0,1,0,1340,47.7658,1480,-122.339,7912,7940,1.5,3,1.5,0,1,7,313000,1,0,0
30,Excellent,Large,0,Recently Renovated,917500,0,00000,34,2570,1310,0,1,0,0,1,0,3880,47.6477,3740,-122.182,35003,35230,2.5,4,2,0,1,10,917500,1,0,0
30,Excellent,Medium,0,Recently Renovated,673000,0,00000,38,2590,0,0,0,1,0,1,0,2590,47.5619,2260,-122.125,8190,8335,2.25,4,2,0,1,8,673000,1,0,0
10,Excellent,Medium,0,Recently Renovated,425000,0,00000,10,820,300,0,1,0,0,1,0,1120,47.6106,1590,-122.31,1100,1795,2.5,3,2,0,1,8,425000,1,0,0
30,Good,Small,0,Recently Renovated,399950,0,00000,32,1320,650,0,1,0,0,1,0,1970,47.5868,1280,-122.308,5400,2150,2.75,5,1,0,1,7,399950,1,0,0
110,Good,Small,0,Recently Renovated,385000,0,00000,117,1220,0,0,1,0,0,1,0,1220,47.6101,1200,-122.307,4800,4800,1,3,1,0,1,6,385000,1,0,0
40,Good,Medium,0,Recently Renovated,269950,0,00000,43,1320,630,0,0,1,0,1,0,1950,47.1976,1950,-121.999,7560,8941,1.5,3,1,2,1,7,269950,1,0,0
60,Good,Medium,0,Recently Renovated,330000,0,00000,69,1060,290,0,1,0,0,1,0,1350,47.7224,1540,-122.358,8220,8280,1,2,1,0,1,7,330000,1,0,0
30,Good,Medium,0,Recently Renovated,260000,0,00000,30,1670,0,0,1,0,0,1,0,1670,47.3505,1670,-122.179,5797,6183,2.5,3,2,0,1,7,260000,1,0,0
90,Good,Small,0,Recently Renovated,470000,0,00000,93,1680,700,0,0,1,0,1,0,2380,47.5384,1410,-122.376,5125,5375,3,4,1.5,0,1,7,470000,1,0,0
50,Good,Medium,0,Recently Renovated,589000,0,00000,57,2440,0,1,0,0,0,1,0,2440,47.7044,2290,-122.2,9600,9600,3,4,2,0,1,7,589000,1,0,0
20,Good,Small,0,Recently Renovated,163500,0,00001,22,1050,0,0,1,0,0,1,0,1050,47.3848,1050,-122.039,3419,3417,1.5,2,2,0,1,7,163500,1,0,0
20,Excellent,Medium,0,Recently Renovated,835000,0,00000,25,2140,990,0,1,0,0,1,0,3130,47.6993,2260,-122.102,13412,9984,2.75,4,2,0,1,9,835000,1,0,0
30,Excellent,Large,0,Recently Renovated,1100000,0,00000,32,2090,2000,0,0,1,0,1,0,4090,47.6627,2540,-122.188,12850,10270,3,5,1,2,1,10,1100000,1,0,0
40,Excellent,Medium,0,Recently Renovated,269000,0,00000,49,1100,390,0,0,1,0,1,0,1490,47.3099,2190,-122.379,10000,8910,1.75,4,1,0,1,8,269000,1,0,0
30,Excellent,Medium,0,Recently Renovated,560000,0,00000,31,1900,0,0,1,0,0,1,0,1900,47.62,2030,-122.043,8744,8744,2.5,3,2,0,1,8,560000,1,0,0
110,Good,Small,0,Recently Renovated,615000,0,00000,117,1330,0,0,0,1,0,1,0,1330,47.65,1330,-122.34,2400,4400,1,4,1.5,0,1,6,615000,1,0,0
40,Excellent,Medium,0,Recently Renovated,585150,0,00000,43,1430,800,0,1,0,0,1,0,2230,47.6647,2230,-122.153,10026,9340,2.25,3,1,0,1,8,585188,1,0,0
40,Good,Medium,0,Recently Renovated,305000,0,00000,41,1220,430,0,1,0,0,1,0,1650,47.726,1540,-122.191,9480,8400,1.75,3,1,0,1,7,305000,1,0,0
50,Good,Small,0,Recently Renovated,166950,0,00001,59,1190,0,0,1,0,0,1,0,1190,47.4616,1230,-122.184,8820,7980,1,3,1,0,1,6,166950,1,0,0
50,Excellent,Large,0,Recently Renovated,799000,0,00000,59,2140,0,0,0,1,0,1,0,2140,47.5505,2680,-122.219,9897,10083,2.5,3,1,0,1,8,799000,1,0,0
50,Good,Medium,0,Recently Renovated,400000,0,00001,56,1420,760,0,0,1,0,1,0,2180,47.7606,1900,-122.336,7508,7818,2.5,3,1,0,1,7,400000,1,0,0
70,Good,Medium,0,Recently Renovated,230000,0,00000,70,1060,0,0,1,0,0,1,0,1060,47.7481,1570,-122.3,10228,10228,1,3,1,0,1,7,230000,1,0,0
10,Excellent,Large,0,Recently Renovated,256850,0,00000,15,1690,0,0,1,0,0,1,0,1690,47.2779,2550,-122.347,5025,5001,2.5,3,2,0,1,8,256883,1,0,0
90,Good,Medium,0,Recently Renovated,423000,0,00001,98,1130,840,1,0,0,0,1,0,1970,47.5511,1500,-122.312,6480,6480,2,4,1.5,0,1,7,423000,1,0,0
10,Excellent,Medium,0,Recently Renovated,465000,0,00000,11,2150,0,0,1,0,0,1,0,2150,47.5488,1750,-122.372,4084,2385,2.5,3,2,0,1,8,465000,1,0,0
20,Good,Medium,0,Recently Renovated,440000,0,00000,21,1910,0,0,1,0,0,1,0,1910,47.5385,2330,-121.911,66211,67268,2.5,3,2,0,1,7,440000,1,0,0
40,Good,Medium,0,Recently Renovated,385000,0,00001,49,1350,0,0,0,1,0,1,0,1350,47.4058,1560,-121.994,155073,50965,1.75,3,1,0,1,7,385000,1,0,0
70,Good,Small,0,Recently Renovated,210000,0,00000,75,860,0,0,0,1,0,1,0,860,47.5093,1300,-122.184,11725,9514,1,3,1,0,1,6,210000,1,0,0
20,Excellent,Medium,0,Recently Renovated,297000,0,00000,24,1940,0,0,1,0,0,1,0,1940,47.3777,2030,-122.165,14952,10450,2.5,3,2,0,1,8,297000,1,0,0
60,Good,Medium,0,Recently Renovated,470000,0,00000,66,1010,0,0,1,0,0,1,0,1010,47.675,1680,-122.394,5000,5000,1,3,1,0,1,7,470000,1,0,0
40,Good,Small,0,Recently Renovated,226500,0,00000,42,900,400,0,0,1,0,1,0,1300,47.3025,1430,-122.37,7370,7500,1.5,3,1,0,1,7,226500,1,0,0
50,Good,Small,0,Recently Renovated,274250,0,00000,56,910,0,0,0,1,0,1,0,910,47.4787,1400,-122.158,8450,8040,1,3,1,0,1,6,274250,1,0,0
50,Excellent,Large,0,Recently Renovated,840000,0,00000,52,1630,850,0,0,1,0,1,0,2480,47.5378,2770,-122.219,11010,10744,1.75,4,1,0,1,9,840000,1,0,0
0,Excellent,Large,0,Recently Renovated,677900,0,00000,8,2440,0,0,1,0,0,1,0,2440,47.7073,2750,-122.114,4587,4587,2.5,3,2,0,1,8,677900,1,0,0
100,Good,Small,0,Recently Renovated,425000,0,00000,103,1010,0,0,1,0,0,1,0,1010,47.5733,1290,-122.381,5864,5000,1,3,1,0,1,7,425000,1,0,0
70,Good,Small,0,Recently Renovated,180250,0,00000,77,900,0,0,1,0,0,1,0,900,47.4604,1250,-122.339,9600,14280,0.75,2,1,0,1,6,180250,1,0,0
90,Good,Medium,20,Not Renovated,464000,20,00001,98,1600,700,0,1,0,0,1,1,2300,47.7067,1560,-122.343,3404,1312,3,6,2,0,1,7,464000,1,0,23
20,Excellent,Medium,0,Recently Renovated,320000,0,00001,25,1550,0,0,1,0,0,1,0,1550,47.354,1630,-122.047,7579,6397,2.25,4,2,0,1,8,320000,1,0,0
0,Excellent,Small,0,Recently Renovated,625500,0,00000,4,1060,210,0,1,0,0,1,0,1270,47.6647,1160,-122.284,1566,1327,2.25,3,2,0,1,8,625504,1,0,0
30,Excellent,Large,0,Recently Renovated,592500,0,00000,35,2240,0,0,1,0,0,1,0,2240,47.6143,2520,-122.017,12032,12368,2.5,4,1,0,1,9,592500,1,0,0
10,Excellent,Large,0,Recently Renovated,465000,0,00000,13,2714,0,0,1,0,0,1,0,2714,47.3185,2590,-122.275,17936,18386,2.5,3,2,0,1,9,465000,1,0,0
40,Excellent,Medium,0,Recently Renovated,477000,0,00000,40,1720,0,0,1,0,0,1,0,1720,47.5458,2130,-122.268,6270,8700,2.75,4,2,0,1,8,477000,1,0,0
90,Good,Small,0,Recently Renovated,280000,0,00000,95,850,0,0,1,0,0,1,0,850,47.4889,1100,-122.299,16400,14459,1,2,1,0,1,6,280000,1,0,0
60,Excellent,Large,20,Not Renovated,1129550,25,00000,61,1870,1430,0,1,0,0,1,1,3300,47.5673,3836,-122.21,33474,20953,3,5,1,3,1,9,1129575,1,0,25
10,Excellent,Small,0,Recently Renovated,445800,0,00001,18,2250,0,0,1,0,0,1,0,2250,47.5133,1320,-122.379,5692,5390,2.5,3,2,0,1,8,445838,1,0,0
70,Excellent,Large,0,Recently Renovated,1070000,0,00000,71,1950,1950,0,1,0,0,1,0,3900,47.5884,2580,-122.291,14864,5184,2.25,2,1,3,1,8,1070000,1,0,0
70,Excellent,Medium,0,Recently Renovated,467000,0,00000,71,1320,0,0,0,1,0,1,0,1320,47.7145,2120,-122.367,10800,12040,1.5,2,1,0,1,8,467000,1,0,0
10,Excellent,Large,0,Recently Renovated,686000,0,00000,19,2760,0,0,1,0,0,1,0,2760,47.5836,3070,-122.026,6440,8127,2.5,4,2,0,1,10,686000,1,0,0
50,Good,Medium,0,Recently Renovated,279950,0,00000,57,1350,400,0,1,0,0,1,0,1750,47.398,1900,-122.299,9750,10125,2,3,1,0,1,7,279950,1,0,0
30,Excellent,Medium,0,Recently Renovated,527000,0,00000,31,2330,0,0,1,0,0,1,0,2330,47.7663,1910,-122.215,19436,10055,2.25,4,2,0,1,8,527000,1,0,0
50,Excellent,Medium,0,Recently Renovated,325000,0,00000,52,1780,440,0,0,1,0,1,0,2220,47.3758,2080,-122.217,16020,9583,2.25,3,1,0,1,8,325000,1,0,0
20,Good,Medium,0,Recently Renovated,328000,0,00001,24,2020,0,0,1,0,0,1,0,2020,47.3828,2020,-122.023,8379,8031,2.25,3,2,0,1,7,328000,1,0,0
70,Good,Small,0,Recently Renovated,390000,0,00001,76,1250,0,1,0,0,0,1,0,1250,47.5123,1280,-122.373,7500,7392,2.25,3,1,0,1,7,390000,1,0,0
10,Excellent,Medium,0,Recently Renovated,479950,0,00000,13,1510,0,0,1,0,0,1,0,1510,47.7076,1640,-122.013,7619,6009,2,2,1,0,1,8,479950,1,0,0
40,Good,Medium,0,Recently Renovated,264950,0,00000,40,1120,600,0,0,1,0,1,0,1720,47.2922,1510,-122.371,9753,9753,2.25,4,1,0,1,7,264950,1,0,0
50,Good,Medium,0,Recently Renovated,235000,0,00000,57,980,450,0,0,1,0,1,0,1430,47.4075,1960,-122.214,15246,13068,1,3,1,0,1,7,235000,1,0,0
10,Good,Medium,0,Recently Renovated,516500,0,00000,14,1480,0,0,1,0,0,1,0,1480,47.6794,2250,-122.034,4729,4729,2.5,3,2,0,1,7,516500,1,0,0
100,Good,Medium,30,Not Renovated,655000,35,00000,103,1230,220,0,1,0,0,1,1,1450,47.4497,2030,-122.375,15798,13193,1.75,2,2,4,1,7,655000,1,1,38
50,Good,Medium,0,Recently Renovated,500000,0,00000,58,2280,0,1,0,0,0,1,0,2280,47.5218,2280,-122.164,15347,15347,2.75,4,1,0,1,7,500000,1,0,0
40,Excellent,Medium,0,Recently Renovated,315000,0,00000,40,1780,1160,0,1,0,0,1,0,2940,47.3103,2120,-122.339,7350,8236,2.75,6,1,0,1,8,315000,1,0,0
50,Good,Small,0,Recently Renovated,213000,0,00000,57,1000,0,0,1,0,0,1,0,1000,47.5687,1150,-121.899,10200,13702,1,2,1,0,1,6,213000,1,0,0
70,Good,Medium,0,Recently Renovated,475000,0,00001,71,1620,860,1,0,0,0,1,0,2480,47.5575,2090,-122.303,5280,4800,1.5,3,1.5,0,1,7,475000,1,0,0
30,Excellent,Large,0,Recently Renovated,1030000,0,00000,35,3760,0,0,1,0,0,1,0,3760,47.6489,3430,-122.183,28040,35096,4,5,2,0,1,10,1030000,1,0,0
40,Good,Medium,0,Recently Renovated,416000,0,00000,42,1640,580,1,0,0,0,1,0,2220,47.3459,2070,-121.95,94300,80100,2,3,1,0,1,7,416000,1,0,0
110,Good,Medium,10,Not Renovated,410000,10,00000,114,1670,300,0,1,0,0,1,1,1970,47.6136,1510,-122.303,4740,4740,1,4,1.5,0,1,7,410000,1,0,11
20,Excellent,Large,0,Recently Renovated,800000,0,00000,25,3530,300,0,1,0,0,1,0,3830,47.7641,2920,-122.023,221284,148539,3.5,3,2,0,1,10,800000,1,0,0
50,Excellent,Large,0,Recently Renovated,472000,0,00000,53,2350,2060,0,0,1,0,1,0,4410,47.3376,2600,-122.324,14034,13988,2.5,6,1,2,1,9,472000,1,0,0
50,Good,Small,0,Recently Renovated,225000,0,00000,50,1430,0,0,0,1,0,1,0,1430,47.3173,1190,-122.319,8505,8640,1.75,3,1,0,1,7,225000,1,0,0
70,Good,Small,0,Recently Renovated,210000,0,00000,78,830,0,0,1,0,0,1,0,830,47.5308,830,-122.376,6000,4960,1,2,1,0,1,6,210000,1,0,0
90,Good,Small,0,Recently Renovated,455000,0,00000,93,1430,0,0,0,0,1,1,0,1430,47.6727,1450,-122.299,5000,3750,1,2,1.5,0,1,7,455000,1,0,0
60,Good,Small,0,Recently Renovated,225000,0,00000,64,1300,0,0,0,1,0,1,0,1300,47.3221,1260,-122.216,8316,8316,1,3,1,0,1,6,225000,1,0,0
100,Good,Small,0,Recently Renovated,480000,0,00000,100,790,240,0,0,1,0,1,0,1030,47.6779,1390,-122.353,3060,3060,1,2,1,2,1,7,480000,1,0,0
20,Excellent,Large,0,Recently Renovated,363000,0,00000,28,2740,0,0,1,0,0,1,0,2740,47.3076,2570,-122.395,11872,10377,2.5,3,2,0,1,9,363000,1,0,0
10,Excellent,Large,0,Recently Renovated,1129550,0,00000,18,1830,1820,0,1,0,0,1,0,3650,47.6338,3120,-122.072,8354,18841,2.5,4,1,4,1,9,1129575,1,1,0
60,Good,Small,0,Recently Renovated,181000,0,00000,64,720,0,0,1,0,0,1,0,720,47.5218,1150,-122.357,5120,2566,1.5,2,1,0,1,6,181000,1,0,0
40,Good,Medium,0,Recently Renovated,250000,0,00000,42,2010,0,0,0,1,0,1,0,2010,47.2785,2010,-122.213,7312,7650,2,4,1,0,1,7,250000,1,0,0
100,Good,Small,0,Recently Renovated,481000,0,00000,100,770,790,0,0,1,0,1,0,1910,47.6846,1390,-122.345,3000,3000,1.75,3,1,0,1,6,481000,1,0,0
40,Good,Medium,0,Recently Renovated,260000,0,00000,40,1240,570,0,0,1,0,1,0,1810,47.3656,1750,-122.278,7209,7209,2,3,1,0,1,7,260000,1,0,0
10,Excellent,Large,0,Recently Renovated,455000,0,00001,17,3360,0,0,1,0,0,1,0,3360,47.4369,3060,-122.111,7685,6567,2.5,4,2,0,1,9,455000,1,0,0
20,Excellent,Medium,0,Recently Renovated,415000,0,00000,27,1510,0,0,1,0,0,1,0,1510,47.4616,1730,-121.711,36224,36224,2.25,3,2,0,1,8,415000,1,0,0
60,Good,Medium,0,Recently Renovated,349500,0,00000,65,800,600,0,1,0,0,1,0,1400,47.5405,1620,-122.27,3538,6331,1,3,1,0,1,7,349500,1,0,0
30,Good,Medium,0,Recently Renovated,245000,0,00000,31,1730,0,0,1,0,0,1,0,1730,47.3507,1630,-122.178,7442,6458,2.5,3,2,0,1,7,245000,1,0,0
90,Good,Small,0,Recently Renovated,592500,0,00000,90,1420,0,1,0,0,0,1,0,1420,47.6979,1420,-122.32,9191,6816,2,2,1.5,2,1,7,592500,1,0,0
60,Good,Medium,0,Recently Renovated,385000,0,00000,63,1180,1180,0,0,1,0,1,0,2360,47.5278,1910,-122.345,7620,7620,1.75,4,1,0,1,7,385000,1,0,0
40,Good,Medium,0,Recently Renovated,315000,0,00000,44,1200,380,0,0,1,0,1,0,1580,47.4756,1550,-122.147,11455,10650,1.75,3,1,0,1,7,315000,1,0,0
30,Good,Small,0,Recently Renovated,255000,0,00000,39,1230,0,0,1,0,0,1,0,1230,47.4437,1380,-121.772,10170,10098,1,3,1,0,1,7,255000,1,0,0
10,Excellent,Large,0,Recently Renovated,693000,0,00000,12,2460,0,0,1,0,0,1,0,2460,47.7048,2990,-122.109,4425,5659,2.5,4,2,0,1,8,693000,1,0,0
100,Excellent,Medium,0,Recently Renovated,780000,0,00000,107,1460,200,0,1,0,0,1,0,1660,47.6362,1660,-122.302,4400,4400,1,3,1.5,0,1,8,780000,1,0,0
50,Good,Medium,0,Recently Renovated,237000,0,00000,58,1270,0,0,0,1,0,1,0,1270,47.4207,1600,-122.29,8470,8470,1.75,3,1,0,1,7,237000,1,0,0
30,Excellent,Medium,0,Recently Renovated,525000,0,00000,39,1320,780,0,1,0,0,1,0,2100,47.6154,2380,-122.047,40510,33450,2.25,3,2,0,1,10,525000,1,0,0
80,Good,Small,0,Recently Renovated,425000,0,00000,88,770,0,0,1,0,0,1,0,770,47.5964,1330,-122.299,5040,2580,1,2,1,0,1,5,425000,1,0,0
80,Good,Small,0,Recently Renovated,369900,0,00000,82,760,0,1,0,0,0,1,0,760,47.4683,1230,-122.438,10079,14267,0.75,1,1,4,1,5,369900,1,1,0
30,Good,Medium,0,Recently Renovated,290000,0,00000,30,1700,0,0,0,1,0,1,0,1700,47.4045,1950,-122.171,7280,7475,2.5,4,2,0,1,7,290000,1,0,0
60,Good,Small,0,Recently Renovated,285000,0,00000,64,1120,0,0,1,0,0,1,0,1120,47.5544,1130,-122.358,10701,6350,1,3,1,0,1,7,285000,1,0,0
80,Good,Small,0,Recently Renovated,415000,0,00000,81,1070,0,0,1,0,0,1,0,1070,47.6802,1320,-122.29,4500,4465,1,2,1,0,1,7,415000,1,0,0
30,Excellent,Medium,0,Recently Renovated,272500,0,00000,39,1420,650,0,1,0,0,1,0,2070,47.2988,2070,-122.371,9900,8250,2.5,3,1,0,1,8,272500,1,0,0
30,Excellent,Large,0,Not Renovated,1129550,5,00000,36,4750,300,0,1,0,0,1,1,5050,47.6312,3890,-122.223,20100,20060,3.25,4,1.5,2,1,10,1129575,1,0,8
20,Excellent,Large,0,Recently Renovated,1129550,0,00000,29,5310,0,0,0,1,0,1,0,5310,47.7285,4180,-122.042,57346,47443,4.75,4,2,0,1,10,1129575,1,0,0
70,Good,Small,0,Recently Renovated,436000,0,00001,79,1040,0,0,0,1,0,1,0,1040,47.7107,1440,-122.352,7538,7530,1,2,1,0,1,7,436000,1,0,0
50,Good,Small,0,Recently Renovated,210000,0,00000,51,1700,0,0,0,1,0,1,0,1700,47.3271,1350,-122.323,11390,8164,1,3,1,0,1,7,210000,1,0,0
50,Good,Small,0,Recently Renovated,236000,0,00000,57,1300,0,0,1,0,0,1,0,1300,47.5053,1320,-122.255,5898,7619,1,3,1,0,1,7,236000,1,0,0
60,Good,Small,10,Not Renovated,331000,10,00000,64,580,500,0,1,0,0,1,1,1080,47.6601,1440,-122.4,1306,2225,1.75,3,1,0,1,7,331000,1,0,14
10,Excellent,Large,0,Recently Renovated,365000,0,00000,12,2653,0,0,1,0,0,1,0,1910,47.4145,2653,-122.166,4510,4927,2.5,3,2,0,1,8,365000,1,0,0
50,Excellent,Medium,0,Recently Renovated,450000,0,00001,58,2290,0,1,0,0,0,1,0,2290,47.4672,1660,-122.165,16258,10530,2,3,1,0,1,8,450000,1,0,0
0,Excellent,Medium,0,Recently Renovated,770000,0,00000,4,2850,970,0,1,0,0,1,0,3820,47.7618,1860,-122.261,26300,12136,2.75,4,2,0,1,9,770000,1,0,0
20,Excellent,Large,0,Recently Renovated,455000,0,00001,21,2210,0,0,1,0,0,1,0,2210,47.3828,2670,-122.071,49375,49385,2.5,4,1,0,1,8,455000,1,0,0
110,Good,Medium,0,Recently Renovated,405000,0,00000,110,1240,1150,0,1,0,0,1,0,2390,47.5362,2020,-122.268,6000,6000,1.75,3,1,0,1,6,405000,1,0,0
40,Good,Medium,0,Recently Renovated,304900,0,00000,49,1610,990,0,0,1,0,1,0,2600,47.3954,1720,-122.206,11325,11088,1.75,4,1,0,1,7,304900,1,0,0
80,Good,Medium,0,Recently Renovated,170000,0,00000,87,860,0,0,1,0,0,1,0,860,47.5048,1650,-122.272,5265,8775,1,2,1,0,1,6,170000,1,0,0
110,Excellent,Large,20,Not Renovated,1129550,20,00000,113,2630,1200,1,0,0,0,1,1,3830,47.6166,3050,-122.287,8480,7556,3,5,2,1,1,9,1129575,1,0,22
10,Excellent,Large,0,Recently Renovated,780000,0,00000,13,3500,0,0,1,0,0,1,0,3500,47.6811,3920,-122.025,7048,7864,2.5,4,2,0,1,9,780000,1,0,0
30,Excellent,Large,0,Recently Renovated,330000,0,00000,30,1740,680,0,0,1,0,1,0,2420,47.7486,2570,-122.23,13959,13300,3,3,1,0,1,8,330000,1,0,0
20,Excellent,Medium,0,Recently Renovated,370000,0,00000,26,2720,0,0,1,0,0,1,0,2720,47.3846,2410,-122.169,8666,8100,2.5,4,2,0,1,9,370000,1,0,0
30,Good,Medium,0,Recently Renovated,467000,0,00000,39,1850,650,0,1,0,0,1,0,2500,47.7564,2300,-122.144,13500,9750,2.25,5,1,0,1,7,467000,1,0,0
30,Good,Medium,0,Recently Renovated,405000,0,00000,38,1140,530,0,1,0,0,1,0,1670,47.7198,1670,-122.193,6720,7320,1.75,3,1,0,1,7,405000,1,0,0
30,Excellent,Medium,0,Recently Renovated,675000,0,00000,33,1450,1450,0,1,0,0,1,0,2900,47.5461,2310,-122.151,10300,10300,2.25,5,1,0,1,8,675000,1,0,0
60,Good,Medium,0,Recently Renovated,500000,0,00000,64,1140,500,0,0,1,0,1,0,1640,47.5712,1520,-122.143,14100,13527,1,2,1,0,1,7,500000,1,0,0
50,Good,Medium,0,Recently Renovated,389950,0,00000,50,1890,0,0,0,1,0,1,0,1890,47.4281,2410,-122.343,15770,15256,2.5,4,2,0,1,7,389999,1,0,0
40,Excellent,Medium,0,Recently Renovated,630000,0,00000,43,1780,1170,0,0,1,0,1,0,2950,47.7128,2120,-122.223,9025,9600,1.75,4,1,2,1,8,630000,1,0,0
20,Excellent,Medium,0,Recently Renovated,360000,0,00000,26,2160,0,0,1,0,0,1,0,2160,47.3341,2280,-122.255,9528,9937,2.5,4,2,0,1,9,360000,1,0,0
30,Excellent,Medium,0,Recently Renovated,580000,0,00000,32,2270,1010,0,1,0,0,1,0,3280,47.5399,2320,-122.181,11060,11004,3,4,2,0,1,8,580000,1,0,0
80,Excellent,Medium,0,Recently Renovated,550000,0,00000,89,1270,700,1,0,0,0,1,0,1970,47.5717,2390,-122.375,4166,4166,2,3,2,3,1,8,550000,1,0,0
20,Excellent,Large,0,Recently Renovated,879000,0,00000,24,3360,0,0,1,0,0,1,0,3360,47.5951,3150,-122.017,22111,11374,2.5,4,2,0,1,10,879000,1,0,0
20,Good,Medium,0,Recently Renovated,265000,0,00000,25,1320,0,0,1,0,0,1,0,1910,47.3536,1740,-122.144,8959,7316,2,3,1,0,1,7,265000,1,0,0
20,Excellent,Medium,0,Recently Renovated,446500,0,00000,28,2650,0,0,1,0,0,1,0,2650,47.5084,2400,-122.154,7286,7220,2.5,3,2,0,1,8,446500,1,0,0
